Index,Klasifikasi
276763,Lainnya
302390,Kesehatan
122445,Lainnya
191879,Lainnya
123691,Kesehatan
251323,Pendidikan
235016,Lainnya
312750,Pendidikan
74678,Kesehatan
154921,Pendidikan
201483,Kesehatan
314773,Kesehatan
140799,Pendidikan
268582,Pendidikan
180501,Lainnya
235226,Kesehatan
18540,Lainnya
316427,Lainnya
201534,Kesehatan
155176,Kesehatan
190970,Kesehatan
164751,Kesehatan
53762,Kesehatan
214848,Kesehatan
91952,Pendidikan
64673,Lainnya
26568,Lainnya
151361,Pendidikan
171311,Kesehatan
317491,Lainnya
81172,Pendidikan
242399,Kesehatan
289170,Pendidikan
209487,Pendidikan
130997,Pendidikan
269680,Lainnya
250617,Kesehatan
119494,Lainnya
214900,Kesehatan
83059,Pendidikan
249267,Kesehatan
30466,Lainnya
116721,Pendidikan
316135,Kesehatan
174224,Kesehatan
21812,Kesehatan
320917,Lainnya
320871,Pendidikan
168047,Kesehatan
32074,Pendidikan
138155,Pendidikan
171200,Kesehatan
272446,Kesehatan
255019,Pendidikan
147337,Lainnya
157228,Pendidikan
305097,Kesehatan
73615,Lainnya
175587,Pendidikan
80986,Pendidikan
60048,Kesehatan
249556,Kesehatan
202419,Pendidikan
5028,Pendidikan
255721,Lainnya
175711,Pendidikan
260394,Lainnya
310192,Kesehatan
268427,Pendidikan
215945,Pendidikan
87202,Lainnya
178223,Kesehatan
56084,Lainnya
232983,Pendidikan
295484,Lainnya
317673,Kesehatan
43744,Kesehatan
134629,Kesehatan
113277,Kesehatan
15722,Kesehatan
103545,Kesehatan
18433,Kesehatan
157205,Pendidikan
73545,Pendidikan
143071,Lainnya
208925,Kesehatan
3129,Pendidikan
123654,Pendidikan
228375,Pendidikan
257388,Pendidikan
259448,Lainnya
73440,Lainnya
262367,Pendidikan
27753,Pendidikan
97574,Kesehatan
121095,Pendidikan
93882,Kesehatan
139806,Lainnya
94712,Lainnya
95628,Kesehatan
245350,Kesehatan
92818,Pendidikan
10058,Lainnya
152903,Lainnya
146786,Lainnya
139045,Kesehatan
138190,Pendidikan
234729,Pendidikan
247718,Lainnya
303701,Pendidikan
251308,Pendidikan
162147,Kesehatan
270791,Lainnya
43440,Lainnya
133367,Pendidikan
49173,Lainnya
122244,Lainnya
22938,Kesehatan
282927,Lainnya
246782,Lainnya
261,Kesehatan
137273,Pendidikan
2273,Lainnya
313022,Kesehatan
256540,Kesehatan
11309,Pendidikan
316344,Pendidikan
199100,Lainnya
144374,Lainnya
260450,Pendidikan
30527,Kesehatan
158568,Pendidikan
196633,Lainnya
58010,Kesehatan
10455,Pendidikan
204760,Kesehatan
44916,Lainnya
88258,Kesehatan
276259,Pendidikan
79267,Lainnya
257216,Lainnya
232825,Lainnya
236830,Lainnya
15844,Lainnya
320164,Kesehatan
224868,Lainnya
260485,Pendidikan
222954,Lainnya
130596,Pendidikan
71257,Kesehatan
44501,Pendidikan
36503,Kesehatan
233206,Lainnya
1167,Lainnya
307343,Lainnya
214747,Pendidikan
177175,Pendidikan
263757,Lainnya
302632,Lainnya
203150,Pendidikan
282921,Kesehatan
301086,Lainnya
204418,Pendidikan
87810,Pendidikan
282094,Pendidikan
259735,Pendidikan
217612,Lainnya
298701,Lainnya
310876,Kesehatan
20553,Kesehatan
120570,Pendidikan
275495,Kesehatan
32331,Lainnya
153830,Lainnya
187510,Kesehatan
246097,Kesehatan
223393,Pendidikan
115047,Kesehatan
37264,Pendidikan
301335,Pendidikan
81342,Lainnya
219967,Kesehatan
3263,Lainnya
208112,Lainnya
36394,Kesehatan
49466,Lainnya
141048,Kesehatan
86593,Lainnya
65829,Kesehatan
151428,Lainnya
68738,Lainnya
249840,Kesehatan
86628,Pendidikan
231812,Kesehatan
248927,Lainnya
216750,Kesehatan
161344,Kesehatan
13508,Kesehatan
133726,Pendidikan
177484,Lainnya
152312,Kesehatan
113406,Kesehatan
291136,Lainnya
95492,Kesehatan
108557,Lainnya
167275,Kesehatan
273575,Kesehatan
290162,Kesehatan
52948,Kesehatan
304997,Pendidikan
115687,Pendidikan
52757,Kesehatan
164718,Kesehatan
39622,Lainnya
295450,Pendidikan
116659,Lainnya
104517,Pendidikan
228103,Kesehatan
233002,Pendidikan
204846,Lainnya
324179,Kesehatan
298306,Pendidikan
211212,Lainnya
55368,Lainnya
8854,Pendidikan
278573,Lainnya
258825,Kesehatan
228084,Lainnya
35712,Pendidikan
291492,Lainnya
92090,Lainnya
226045,Pendidikan
235204,Pendidikan
113775,Kesehatan
76256,Pendidikan
174950,Lainnya
317095,Kesehatan
21750,Lainnya
315113,Lainnya
160419,Lainnya
270634,Kesehatan
83606,Lainnya
21780,Lainnya
318390,Lainnya
235628,Pendidikan
143068,Lainnya
243676,Lainnya
91157,Kesehatan
167829,Lainnya
1979,Pendidikan
154604,Pendidikan
223115,Pendidikan
217512,Pendidikan
182802,Pendidikan
1445,Kesehatan
296201,Kesehatan
196469,Lainnya
151003,Lainnya
262765,Pendidikan
311146,Pendidikan
167669,Lainnya
133056,Lainnya
188687,Kesehatan
118048,Lainnya
119257,Pendidikan
54060,Kesehatan
269243,Lainnya
56703,Lainnya
136180,Lainnya
277584,Lainnya
292396,Lainnya
211019,Pendidikan
40354,Lainnya
122465,Pendidikan
23511,Kesehatan
203249,Pendidikan
205790,Kesehatan
17906,Kesehatan
155981,Pendidikan
140986,Pendidikan
297142,Lainnya
7880,Pendidikan
317345,Lainnya
255988,Lainnya
228477,Lainnya
57086,Kesehatan
46095,Pendidikan
96012,Pendidikan
284343,Kesehatan
65443,Pendidikan
233943,Lainnya
192220,Pendidikan
55729,Kesehatan
318501,Lainnya
80145,Pendidikan
265061,Kesehatan
105476,Lainnya
245841,Pendidikan
236338,Lainnya
38866,Kesehatan
49251,Pendidikan
56153,Lainnya
98293,Lainnya
5497,Kesehatan
156090,Lainnya
251373,Kesehatan
25413,Pendidikan
195724,Kesehatan
102942,Lainnya
64924,Kesehatan
254677,Lainnya
245102,Lainnya
24170,Lainnya
246528,Pendidikan
44697,Lainnya
305626,Lainnya
309534,Pendidikan
251935,Pendidikan
318532,Kesehatan
239536,Pendidikan
184609,Lainnya
26852,Kesehatan
322904,Lainnya
90379,Kesehatan
50572,Lainnya
178296,Lainnya
134044,Kesehatan
192341,Pendidikan
322466,Pendidikan
287796,Kesehatan
60421,Pendidikan
17126,Kesehatan
109619,Kesehatan
116940,Kesehatan
152685,Lainnya
267720,Kesehatan
228036,Pendidikan
12281,Pendidikan
264613,Lainnya
139403,Kesehatan
135261,Pendidikan
215524,Pendidikan
180341,Pendidikan
305837,Kesehatan
279628,Kesehatan
120934,Kesehatan
302201,Lainnya
85767,Pendidikan
253659,Kesehatan
261499,Lainnya
184040,Pendidikan
25928,Lainnya
298651,Kesehatan
222856,Lainnya
53527,Pendidikan
140391,Kesehatan
151380,Pendidikan
252482,Pendidikan
9000,Pendidikan
312012,Lainnya
224636,Lainnya
268166,Kesehatan
255726,Kesehatan
46959,Kesehatan
206257,Lainnya
250184,Pendidikan
183905,Kesehatan
212041,Lainnya
92255,Pendidikan
68040,Kesehatan
225370,Pendidikan
266282,Pendidikan
41686,Pendidikan
255797,Kesehatan
191979,Kesehatan
233045,Pendidikan
191405,Lainnya
150526,Lainnya
51260,Kesehatan
9010,Kesehatan
83412,Kesehatan
297538,Lainnya
156629,Lainnya
195478,Kesehatan
258540,Kesehatan
20243,Kesehatan
61861,Pendidikan
246162,Pendidikan
322041,Lainnya
231863,Kesehatan
54943,Kesehatan
127127,Kesehatan
117767,Kesehatan
69215,Lainnya
196155,Pendidikan
42712,Pendidikan
38501,Kesehatan
305384,Lainnya
195466,Lainnya
160450,Kesehatan
279614,Kesehatan
157232,Kesehatan
35055,Pendidikan
1178,Kesehatan
223175,Kesehatan
137922,Lainnya
36939,Kesehatan
218755,Kesehatan
128239,Pendidikan
100878,Kesehatan
122109,Pendidikan
135992,Kesehatan
108164,Lainnya
119657,Kesehatan
275353,Pendidikan
266358,Lainnya
259058,Lainnya
161856,Kesehatan
51120,Lainnya
293902,Lainnya
41131,Lainnya
210549,Lainnya
135391,Pendidikan
306788,Pendidikan
4218,Lainnya
299310,Pendidikan
117334,Kesehatan
280304,Pendidikan
73453,Kesehatan
209796,Lainnya
31748,Lainnya
278865,Kesehatan
57216,Kesehatan
64707,Kesehatan
92310,Kesehatan
224982,Lainnya
14174,Lainnya
167964,Pendidikan
50216,Lainnya
208987,Lainnya
166836,Lainnya
275078,Lainnya
119103,Pendidikan
255353,Kesehatan
95501,Pendidikan
161942,Lainnya
307853,Lainnya
282091,Pendidikan
300070,Lainnya
191945,Pendidikan
19815,Pendidikan
61224,Kesehatan
116625,Kesehatan
79153,Kesehatan
279451,Lainnya
39486,Kesehatan
22520,Lainnya
92105,Kesehatan
38792,Lainnya
213364,Lainnya
149286,Kesehatan
155980,Kesehatan
272002,Lainnya
213447,Pendidikan
68516,Lainnya
243099,Lainnya
234134,Lainnya
162874,Pendidikan
237944,Kesehatan
36840,Lainnya
100870,Pendidikan
276861,Kesehatan
234758,Kesehatan
31135,Pendidikan
5444,Pendidikan
278018,Kesehatan
77711,Pendidikan
63840,Lainnya
159990,Lainnya
141877,Pendidikan
132986,Pendidikan
53559,Lainnya
285355,Kesehatan
263599,Lainnya
304872,Kesehatan
232822,Kesehatan
38474,Pendidikan
101092,Lainnya
252847,Pendidikan
177568,Lainnya
252649,Lainnya
2177,Pendidikan
153370,Lainnya
116484,Kesehatan
159402,Pendidikan
117639,Pendidikan
119041,Pendidikan
280811,Lainnya
211334,Kesehatan
119999,Kesehatan
254445,Lainnya
44316,Lainnya
66337,Lainnya
100961,Kesehatan
97063,Pendidikan
269781,Pendidikan
78377,Pendidikan
293215,Kesehatan
147985,Kesehatan
274716,Lainnya
247726,Lainnya
99590,Kesehatan
273085,Lainnya
38790,Pendidikan
66545,Lainnya
191541,Lainnya
287765,Lainnya
14777,Kesehatan
237275,Kesehatan
280657,Pendidikan
216696,Kesehatan
171666,Kesehatan
55313,Pendidikan
237599,Kesehatan
308804,Kesehatan
241043,Lainnya
319261,Kesehatan
312413,Pendidikan
180577,Pendidikan
178544,Lainnya
45595,Lainnya
248038,Lainnya
15437,Lainnya
152075,Lainnya
18729,Lainnya
178810,Lainnya
217865,Lainnya
145541,Kesehatan
247490,Pendidikan
173462,Pendidikan
86382,Pendidikan
187060,Pendidikan
248661,Kesehatan
115680,Pendidikan
277989,Pendidikan
234111,Kesehatan
231516,Kesehatan
177493,Kesehatan
118965,Lainnya
304476,Lainnya
311786,Pendidikan
42855,Lainnya
32415,Kesehatan
301416,Pendidikan
115428,Pendidikan
176130,Kesehatan
11816,Pendidikan
232557,Lainnya
274230,Pendidikan
208536,Kesehatan
242297,Pendidikan
58772,Kesehatan
236015,Lainnya
247034,Lainnya
21,Pendidikan
285800,Pendidikan
293413,Pendidikan
32238,Kesehatan
240279,Pendidikan
77219,Lainnya
193595,Lainnya
136479,Kesehatan
117418,Pendidikan
313457,Lainnya
147318,Kesehatan
253612,Lainnya
324171,Lainnya
6124,Lainnya
58179,Pendidikan
257228,Kesehatan
228895,Lainnya
27620,Lainnya
308920,Kesehatan
321632,Lainnya
122051,Kesehatan
57189,Pendidikan
154794,Kesehatan
241528,Lainnya
303506,Pendidikan
267165,Kesehatan
103324,Pendidikan
141676,Lainnya
288079,Kesehatan
83671,Pendidikan
90727,Kesehatan
2128,Lainnya
236530,Kesehatan
280916,Kesehatan
193706,Lainnya
157117,Lainnya
217291,Lainnya
246457,Lainnya
250333,Lainnya
208963,Kesehatan
126301,Kesehatan
226183,Kesehatan
51845,Kesehatan
239508,Lainnya
230300,Pendidikan
289362,Pendidikan
234652,Pendidikan
77094,Pendidikan
154150,Lainnya
69043,Lainnya
193164,Lainnya
20513,Kesehatan
115594,Pendidikan
309684,Lainnya
156478,Kesehatan
282162,Lainnya
51817,Lainnya
320400,Pendidikan
226552,Kesehatan
325013,Kesehatan
254204,Pendidikan
167498,Pendidikan
215024,Pendidikan
21671,Lainnya
137427,Pendidikan
8855,Lainnya
48448,Kesehatan
37262,Pendidikan
77456,Pendidikan
245004,Pendidikan
228954,Lainnya
60151,Kesehatan
236675,Pendidikan
183590,Kesehatan
318452,Kesehatan
177888,Lainnya
138266,Lainnya
22664,Kesehatan
250529,Kesehatan
204150,Lainnya
125951,Kesehatan
320454,Pendidikan
205584,Kesehatan
9729,Kesehatan
321738,Lainnya
148718,Lainnya
23953,Lainnya
246922,Pendidikan
171337,Lainnya
163341,Kesehatan
7802,Kesehatan
116941,Pendidikan
8736,Kesehatan
48921,Pendidikan
287648,Kesehatan
42729,Kesehatan
222275,Lainnya
71763,Pendidikan
232446,Pendidikan
237887,Pendidikan
277726,Pendidikan
311088,Pendidikan
100844,Pendidikan
184133,Lainnya
288675,Lainnya
251786,Pendidikan
36596,Lainnya
34563,Kesehatan
269044,Kesehatan
127870,Kesehatan
107926,Lainnya
195384,Pendidikan
123568,Pendidikan
264831,Lainnya
56770,Lainnya
13241,Kesehatan
98949,Pendidikan
261860,Lainnya
88162,Kesehatan
216364,Lainnya
259605,Lainnya
195294,Pendidikan
152241,Lainnya
115725,Lainnya
313065,Kesehatan
70425,Kesehatan
127965,Lainnya
121339,Kesehatan
224547,Kesehatan
229153,Pendidikan
186749,Kesehatan
320510,Lainnya
151347,Pendidikan
305874,Lainnya
13296,Lainnya
157736,Kesehatan
240478,Pendidikan
302437,Pendidikan
27322,Lainnya
72188,Pendidikan
3611,Kesehatan
8446,Pendidikan
75039,Lainnya
80618,Pendidikan
305709,Pendidikan
283173,Pendidikan
110557,Lainnya
35456,Pendidikan
185102,Lainnya
218481,Lainnya
109007,Lainnya
242322,Kesehatan
210316,Kesehatan
106144,Pendidikan
80442,Kesehatan
55922,Kesehatan
55110,Kesehatan
307128,Pendidikan
101387,Pendidikan
109466,Kesehatan
156691,Lainnya
148886,Lainnya
28864,Pendidikan
64765,Pendidikan
208708,Pendidikan
29896,Lainnya
267094,Lainnya
266674,Kesehatan
144838,Lainnya
189517,Kesehatan
253015,Pendidikan
275686,Lainnya
82265,Kesehatan
25831,Lainnya
143922,Kesehatan
171896,Kesehatan
21181,Lainnya
174954,Lainnya
213868,Kesehatan
34148,Pendidikan
285926,Lainnya
239211,Kesehatan
312148,Kesehatan
15832,Pendidikan
117156,Pendidikan
137894,Pendidikan
341,Pendidikan
99094,Lainnya
11082,Pendidikan
112569,Kesehatan
237872,Kesehatan
140210,Lainnya
57609,Pendidikan
85901,Lainnya
154230,Lainnya
31224,Lainnya
311253,Kesehatan
44494,Pendidikan
107371,Kesehatan
196692,Kesehatan
163424,Kesehatan
59449,Lainnya
16784,Kesehatan
272997,Kesehatan
140852,Pendidikan
147934,Lainnya
290675,Lainnya
35343,Pendidikan
324273,Pendidikan
147305,Lainnya
61598,Kesehatan
31592,Lainnya
287281,Kesehatan
306340,Pendidikan
210396,Pendidikan
280121,Lainnya
44409,Lainnya
320316,Kesehatan
184740,Lainnya
117456,Kesehatan
216610,Pendidikan
18709,Lainnya
8564,Pendidikan
6579,Pendidikan
117256,Kesehatan
47667,Pendidikan
137719,Kesehatan
311336,Kesehatan
93868,Kesehatan
74722,Kesehatan
207379,Lainnya
255033,Lainnya
300966,Kesehatan
248280,Lainnya
207251,Lainnya
165723,Pendidikan
144454,Lainnya
2958,Kesehatan
185301,Lainnya
105817,Lainnya
239602,Pendidikan
147108,Lainnya
162430,Lainnya
115528,Pendidikan
308761,Pendidikan
154195,Lainnya
60894,Lainnya
292197,Lainnya
269532,Lainnya
168695,Pendidikan
122169,Lainnya
131382,Lainnya
133374,Lainnya
122298,Kesehatan
238798,Kesehatan
278905,Kesehatan
156056,Kesehatan
108205,Lainnya
84146,Lainnya
260986,Kesehatan
138251,Kesehatan
261797,Lainnya
305553,Kesehatan
152318,Kesehatan
158046,Pendidikan
109042,Kesehatan
141940,Kesehatan
251910,Kesehatan
181414,Kesehatan
90496,Pendidikan
211131,Pendidikan
176473,Lainnya
162088,Lainnya
191551,Lainnya
161168,Pendidikan
65098,Kesehatan
193998,Lainnya
79467,Pendidikan
5138,Lainnya
43172,Kesehatan
111149,Kesehatan
209259,Pendidikan
95486,Pendidikan
150322,Pendidikan
107932,Kesehatan
83245,Lainnya
194784,Pendidikan
47077,Lainnya
16114,Lainnya
261964,Kesehatan
119699,Pendidikan
242523,Pendidikan
28066,Lainnya
5119,Kesehatan
109964,Kesehatan
177307,Lainnya
158026,Kesehatan
178202,Lainnya
196598,Lainnya
309292,Kesehatan
188429,Lainnya
310911,Pendidikan
82620,Lainnya
290528,Lainnya
292270,Kesehatan
64761,Pendidikan
34116,Lainnya
204379,Lainnya
222802,Kesehatan
11149,Lainnya
206233,Kesehatan
250276,Kesehatan
243431,Pendidikan
88905,Lainnya
106152,Lainnya
78805,Pendidikan
20784,Lainnya
278795,Pendidikan
219357,Lainnya
288081,Pendidikan
69953,Kesehatan
156443,Kesehatan
274320,Kesehatan
178595,Lainnya
122947,Kesehatan
65739,Kesehatan
314868,Pendidikan
146945,Kesehatan
233937,Lainnya
266905,Lainnya
20724,Pendidikan
69025,Lainnya
141,Pendidikan
313256,Pendidikan
3467,Lainnya
157928,Lainnya
42692,Pendidikan
53098,Kesehatan
300906,Lainnya
246869,Kesehatan
236016,Kesehatan
315699,Pendidikan
223123,Kesehatan
291405,Pendidikan
271875,Kesehatan
302904,Kesehatan
239803,Lainnya
20462,Lainnya
288644,Pendidikan
235434,Lainnya
58134,Kesehatan
75979,Pendidikan
217336,Lainnya
70049,Pendidikan
42739,Lainnya
109945,Pendidikan
215357,Kesehatan
270623,Pendidikan
134434,Kesehatan
175232,Pendidikan
141065,Pendidikan
35123,Kesehatan
289612,Kesehatan
9816,Lainnya
190166,Kesehatan
282765,Kesehatan
72839,Kesehatan
323685,Lainnya
263404,Kesehatan
57404,Pendidikan
27414,Pendidikan
111304,Lainnya
156227,Kesehatan
33767,Kesehatan
234514,Lainnya
48290,Kesehatan
87948,Pendidikan
13065,Lainnya
303351,Lainnya
108388,Lainnya
119031,Kesehatan
287497,Lainnya
204020,Kesehatan
107110,Lainnya
143023,Lainnya
288337,Kesehatan
131246,Lainnya
217835,Lainnya
210550,Lainnya
237560,Kesehatan
158197,Kesehatan
267803,Pendidikan
27282,Kesehatan
103840,Pendidikan
320898,Lainnya
9237,Kesehatan
292997,Pendidikan
265922,Lainnya
222851,Pendidikan
28490,Kesehatan
11455,Kesehatan
111808,Lainnya
139893,Kesehatan
141640,Lainnya
88789,Kesehatan
251104,Pendidikan
201425,Kesehatan
295615,Pendidikan
37725,Kesehatan
164022,Lainnya
216249,Pendidikan
143863,Pendidikan
137559,Lainnya
89152,Lainnya
206736,Lainnya
163660,Kesehatan
24681,Lainnya
84300,Kesehatan
135419,Kesehatan
30148,Lainnya
289291,Lainnya
126373,Lainnya
316894,Kesehatan
192350,Lainnya
94734,Kesehatan
133390,Lainnya
137553,Kesehatan
62904,Kesehatan
54412,Kesehatan
257059,Pendidikan
112060,Kesehatan
82930,Pendidikan
288622,Pendidikan
177766,Lainnya
143055,Pendidikan
179025,Kesehatan
181558,Kesehatan
36374,Lainnya
279607,Kesehatan
264771,Pendidikan
31112,Lainnya
309414,Kesehatan
250728,Pendidikan
198141,Pendidikan
305455,Kesehatan
259980,Lainnya
306861,Kesehatan
20592,Lainnya
272451,Lainnya
169800,Lainnya
165678,Kesehatan
216446,Pendidikan
37178,Pendidikan
129439,Pendidikan
300446,Pendidikan
100877,Lainnya
199531,Pendidikan
61136,Kesehatan
171443,Kesehatan
246929,Pendidikan
200152,Pendidikan
192750,Kesehatan
153416,Lainnya
176515,Kesehatan
58425,Kesehatan
39909,Lainnya
319046,Pendidikan
38369,Kesehatan
76548,Lainnya
118114,Lainnya
282117,Kesehatan
259559,Pendidikan
147066,Lainnya
127330,Kesehatan
295306,Pendidikan
137023,Lainnya
34399,Pendidikan
145894,Lainnya
123336,Kesehatan
22631,Pendidikan
23683,Pendidikan
16534,Lainnya
169949,Kesehatan
269847,Lainnya
5731,Pendidikan
297535,Lainnya
57191,Pendidikan
60334,Lainnya
137854,Pendidikan
13124,Kesehatan
248082,Kesehatan
299101,Kesehatan
711,Lainnya
74849,Pendidikan
111741,Lainnya
16653,Lainnya
184212,Kesehatan
167780,Pendidikan
177552,Pendidikan
151118,Kesehatan
201571,Kesehatan
221793,Lainnya
36995,Kesehatan
120123,Pendidikan
88321,Lainnya
82792,Pendidikan
299327,Lainnya
178414,Lainnya
76442,Lainnya
225924,Lainnya
235064,Pendidikan
264206,Pendidikan
135757,Pendidikan
12739,Pendidikan
23743,Pendidikan
43126,Kesehatan
111739,Pendidikan
265948,Lainnya
206099,Kesehatan
256040,Lainnya
10439,Pendidikan
171086,Pendidikan
167481,Lainnya
2487,Pendidikan
130046,Pendidikan
114360,Lainnya
84564,Pendidikan
129314,Kesehatan
69134,Pendidikan
180492,Kesehatan
12653,Pendidikan
38662,Kesehatan
87624,Kesehatan
173385,Pendidikan
65843,Kesehatan
289850,Lainnya
167816,Pendidikan
264621,Lainnya
321874,Pendidikan
79542,Lainnya
13863,Lainnya
143450,Kesehatan
256220,Pendidikan
45920,Kesehatan
63469,Lainnya
58727,Pendidikan
229591,Kesehatan
230670,Kesehatan
66318,Kesehatan
259915,Pendidikan
144954,Lainnya
36727,Kesehatan
165219,Kesehatan
221216,Lainnya
88987,Lainnya
228197,Pendidikan
56266,Pendidikan
177866,Pendidikan
208624,Lainnya
81250,Kesehatan
299610,Lainnya
176126,Pendidikan
38038,Lainnya
288142,Lainnya
23476,Lainnya
279347,Pendidikan
256085,Kesehatan
317258,Pendidikan
133977,Lainnya
122209,Lainnya
291324,Pendidikan
308176,Kesehatan
67245,Pendidikan
37407,Pendidikan
201607,Lainnya
46222,Lainnya
15927,Kesehatan
170794,Lainnya
49606,Lainnya
255940,Lainnya
107813,Pendidikan
299898,Lainnya
304950,Pendidikan
164986,Kesehatan
314055,Kesehatan
174031,Pendidikan
296297,Kesehatan
136943,Lainnya
275057,Kesehatan
109342,Kesehatan
62850,Pendidikan
234371,Lainnya
155842,Pendidikan
168234,Pendidikan
145269,Kesehatan
33491,Pendidikan
206072,Pendidikan
136060,Kesehatan
256804,Lainnya
200751,Pendidikan
75430,Pendidikan
236215,Pendidikan
80177,Kesehatan
53226,Pendidikan
315722,Lainnya
168635,Kesehatan
52795,Pendidikan
42212,Kesehatan
77205,Lainnya
37255,Kesehatan
197577,Lainnya
264653,Kesehatan
315938,Lainnya
128606,Pendidikan
17795,Kesehatan
10826,Pendidikan
303959,Lainnya
204276,Lainnya
117654,Kesehatan
169619,Pendidikan
217500,Lainnya
257011,Pendidikan
22388,Pendidikan
52378,Lainnya
230715,Lainnya
315963,Lainnya
40365,Kesehatan
268816,Lainnya
197057,Kesehatan
39610,Kesehatan
257389,Kesehatan
151213,Pendidikan
122134,Pendidikan
231114,Kesehatan
8398,Lainnya
37106,Kesehatan
145437,Kesehatan
109382,Lainnya
226036,Lainnya
292884,Kesehatan
230563,Kesehatan
161273,Kesehatan
34137,Kesehatan
16761,Kesehatan
245527,Kesehatan
148661,Pendidikan
109990,Kesehatan
300948,Kesehatan
203472,Kesehatan
221325,Kesehatan
50697,Lainnya
104311,Kesehatan
277102,Kesehatan
322709,Pendidikan
110780,Pendidikan
182210,Pendidikan
322712,Pendidikan
150049,Pendidikan
147152,Lainnya
13775,Pendidikan
313820,Lainnya
319367,Lainnya
163329,Lainnya
63991,Lainnya
182740,Lainnya
103833,Lainnya
27746,Kesehatan
305304,Lainnya
44253,Lainnya
116356,Lainnya
56831,Lainnya
13513,Lainnya
268399,Lainnya
277196,Kesehatan
158944,Kesehatan
189834,Pendidikan
200168,Pendidikan
213073,Lainnya
53579,Lainnya
145009,Lainnya
35606,Lainnya
73659,Pendidikan
17944,Pendidikan
291247,Lainnya
53222,Kesehatan
174002,Lainnya
271135,Lainnya
75408,Pendidikan
294720,Kesehatan
305222,Pendidikan
55612,Pendidikan
688,Pendidikan
115186,Lainnya
314347,Pendidikan
243000,Kesehatan
126014,Kesehatan
146570,Pendidikan
321392,Kesehatan
257573,Kesehatan
148059,Lainnya
68347,Lainnya
233866,Pendidikan
213550,Lainnya
233692,Kesehatan
151545,Kesehatan
275499,Pendidikan
186864,Kesehatan
138131,Kesehatan
199241,Lainnya
177619,Pendidikan
175369,Pendidikan
211237,Kesehatan
180198,Pendidikan
283960,Kesehatan
131160,Lainnya
107234,Lainnya
220663,Kesehatan
303350,Lainnya
98471,Kesehatan
168790,Lainnya
102736,Kesehatan
112702,Kesehatan
252803,Lainnya
172457,Kesehatan
230832,Pendidikan
184492,Kesehatan
242992,Lainnya
71239,Lainnya
22011,Lainnya
86345,Lainnya
21001,Pendidikan
19109,Lainnya
139798,Pendidikan
51783,Kesehatan
143085,Pendidikan
21278,Pendidikan
163124,Lainnya
177718,Pendidikan
266178,Lainnya
283228,Lainnya
34747,Pendidikan
304581,Pendidikan
245144,Lainnya
255747,Kesehatan
36817,Pendidikan
77139,Pendidikan
246423,Lainnya
166230,Pendidikan
44451,Kesehatan
217032,Kesehatan
292338,Kesehatan
145641,Lainnya
192628,Pendidikan
302478,Kesehatan
188973,Lainnya
184064,Pendidikan
13022,Pendidikan
94685,Kesehatan
169198,Kesehatan
311450,Pendidikan
129521,Pendidikan
190650,Lainnya
214193,Lainnya
93476,Lainnya
102419,Kesehatan
66663,Pendidikan
187693,Lainnya
226598,Pendidikan
53110,Pendidikan
276556,Pendidikan
295662,Lainnya
253208,Kesehatan
275612,Lainnya
80350,Pendidikan
307626,Pendidikan
285399,Pendidikan
200574,Pendidikan
198837,Lainnya
90262,Lainnya
266865,Kesehatan
26434,Kesehatan
13945,Pendidikan
241146,Kesehatan
189210,Pendidikan
108434,Lainnya
25288,Kesehatan
204643,Pendidikan
39599,Lainnya
243838,Lainnya
24914,Lainnya
138540,Lainnya
11057,Kesehatan
110269,Lainnya
133454,Kesehatan
43573,Lainnya
190834,Lainnya
169639,Pendidikan
86417,Pendidikan
3539,Pendidikan
136792,Kesehatan
106710,Lainnya
34898,Lainnya
76527,Pendidikan
69089,Kesehatan
270856,Pendidikan
18069,Pendidikan
120506,Pendidikan
302581,Kesehatan
130838,Lainnya
134091,Kesehatan
127050,Pendidikan
104143,Lainnya
60647,Lainnya
18014,Lainnya
191925,Lainnya
306573,Kesehatan
160284,Lainnya
52093,Lainnya
116245,Kesehatan
194618,Kesehatan
174776,Pendidikan
192184,Pendidikan
83528,Kesehatan
174655,Kesehatan
249648,Kesehatan
254201,Kesehatan
49175,Kesehatan
169744,Kesehatan
212687,Kesehatan
178566,Kesehatan
191940,Kesehatan
110908,Kesehatan
250831,Lainnya
231295,Lainnya
285262,Lainnya
303527,Lainnya
21620,Kesehatan
183406,Lainnya
102277,Pendidikan
64836,Kesehatan
24622,Lainnya
71136,Lainnya
203053,Kesehatan
315098,Kesehatan
79942,Pendidikan
229019,Lainnya
97147,Kesehatan
27089,Lainnya
145578,Lainnya
235768,Lainnya
303219,Lainnya
143834,Lainnya
213457,Pendidikan
273319,Kesehatan
206385,Lainnya
143558,Kesehatan
2180,Kesehatan
270527,Pendidikan
91897,Kesehatan
66332,Kesehatan
215035,Lainnya
187189,Lainnya
115152,Pendidikan
49868,Pendidikan
303780,Pendidikan
175076,Pendidikan
111308,Lainnya
253769,Kesehatan
76745,Lainnya
193894,Kesehatan
207445,Kesehatan
319943,Pendidikan
33520,Kesehatan
250463,Kesehatan
82408,Lainnya
183043,Pendidikan
158752,Pendidikan
92377,Pendidikan
108886,Pendidikan
265735,Kesehatan
99331,Pendidikan
34120,Kesehatan
166550,Lainnya
155776,Pendidikan
47099,Lainnya
155848,Lainnya
221766,Lainnya
